frontend_id,id,title,title_slug,url,created_at_approx,difficulty,likes,dislikes,topic_tags,example_test_cases
2025,2135,Maximum Number of Ways to Partition an Array,maximum-number-of-ways-to-partition-an-array,https://leetcode.com/problems/maximum-number-of-ways-to-partition-an-array/,2021-10-02,Hard,512,59,Array;Hash Table;Counting;Enumeration;Prefix Sum,"[2,-1,2]\n3\n[0,0,0]\n1\n[22,4,-25,-20,-15,15,-16,7,19,-10,0,-13,-14]\n-33"
2065,2189,Maximum Path Quality of a Graph,maximum-path-quality-of-a-graph,https://leetcode.com/problems/maximum-path-quality-of-a-graph/,2021-11-07,Hard,687,52,Array;Backtracking;Graph,"[0,32,10,43]\n[[0,1,10],[1,2,15],[0,3,10]]\n49\n[5,10,15,20]\n[[0,1,10],[1,2,10],[0,3,10]]\n30\n[1,2,3,4]\n[[0,1,10],[1,2,11],[2,3,12],[1,3,13]]\n50"
1383,1499,Maximum Performance of a Team,maximum-performance-of-a-team,https://leetcode.com/problems/maximum-performance-of-a-team/,2020-03-15,Hard,3166,84,Array;Greedy;Sorting;Heap (Priority Queue),"6\n[2,10,3,1,5,8]\n[5,4,3,9,7,2]\n2\n6\n[2,10,3,1,5,8]\n[5,4,3,9,7,2]\n3\n6\n[2,10,3,1,5,8]\n[5,4,3,9,7,2]\n4"
2920,3179,Maximum Points After Collecting Coins From All Nodes,maximum-points-after-collecting-coins-from-all-nodes,https://leetcode.com/problems/maximum-points-after-collecting-coins-from-all-nodes/,2023-10-29,Hard,221,17,Array;Dynamic Programming;Bit Manipulation;Tree;Depth-First Search;Memoization,"[[0,1],[1,2],[2,3]]\n[10,10,3,3]\n5\n[[0,1],[0,2]]\n[8,4,4]\n0"
1960,1336,Maximum Product of the Length of Two Palindromic Substrings,maximum-product-of-the-length-of-two-palindromic-substrings,https://leetcode.com/problems/maximum-product-of-the-length-of-two-palindromic-substrings/,2021-08-07,Hard,248,43,String;Rolling Hash;Hash Function,"""ababbb""\n""zaaaxbbby"""
1235,1352,Maximum Profit in Job Scheduling,maximum-profit-in-job-scheduling,https://leetcode.com/problems/maximum-profit-in-job-scheduling/,2019-10-20,Hard,7109,117,Array;Binary Search;Dynamic Programming;Sorting,"[1,2,3,3]\n[3,4,5,6]\n[50,10,40,70]\n[1,2,3,4,6]\n[3,5,10,6,9]\n[20,20,100,70,60]\n[1,1,1]\n[2,3,4]\n[5,6,4]"
2921,3204,Maximum Profitable Triplets With Increasing Prices II,maximum-profitable-triplets-with-increasing-prices-ii,https://leetcode.com/problems/maximum-profitable-triplets-with-increasing-prices-ii/,2023-11-01,Hard,8,0,Array;Binary Indexed Tree;Segment Tree,"[10,2,3,4]\n[100,2,7,10]\n[1,2,3,4,5]\n[1,5,3,4,6]\n[4,3,2,1]\n[33,20,19,87]"
2141,2263,Maximum Running Time of N Computers,maximum-running-time-of-n-computers,https://leetcode.com/problems/maximum-running-time-of-n-computers/,2022-01-16,Hard,2051,57,Array;Binary Search;Greedy;Sorting,"2\n[3,3,3]\n2\n[1,1,1,1]"
3225,3470,Maximum Score From Grid Operations,maximum-score-from-grid-operations,https://leetcode.com/problems/maximum-score-from-grid-operations/,2024-07-20,Hard,69,9,Array;Dynamic Programming;Matrix;Prefix Sum,"[[0,0,0,0,0],[0,0,3,0,0],[0,1,0,0,0],[5,0,0,3,0],[0,0,0,0,2]]\n[[10,9,0,0,15],[7,1,0,8,0],[5,20,0,11,0],[0,0,0,1,2],[8,12,1,10,3]]"
1770,1896,Maximum Score from Performing Multiplication Operations,maximum-score-from-performing-multiplication-operations,https://leetcode.com/problems/maximum-score-from-performing-multiplication-operations/,2021-02-21,Hard,2574,514,Array;Dynamic Programming,"[1,2,3]\n[3,2,1]\n[-5,-3,-3,-2,7,1]\n[-10,-5,3,4,6]"
1793,1918,Maximum Score of a Good Subarray,maximum-score-of-a-good-subarray,https://leetcode.com/problems/maximum-score-of-a-good-subarray/,2021-03-14,Hard,1943,50,Array;Two Pointers;Binary Search;Stack;Monotonic Stack,"[1,4,3,7,4,5]\n3\n[5,5,4,5,4,1,1,1]\n0"
2242,2353,Maximum Score of a Node Sequence,maximum-score-of-a-node-sequence,https://leetcode.com/problems/maximum-score-of-a-node-sequence/,2022-04-16,Hard,552,18,Array;Graph;Sorting;Enumeration,"[5,2,9,8,4]\n[[0,1],[1,2],[2,3],[0,2],[1,3],[2,4]]\n[9,20,6,4,11,12]\n[[0,3],[5,3],[2,4],[1,3]]"
2321,1348,Maximum Score Of Spliced Array,maximum-score-of-spliced-array,https://leetcode.com/problems/maximum-score-of-spliced-array/,2022-06-26,Hard,821,15,Array;Dynamic Programming,"[60,60,60]\n[10,90,10]\n[20,40,20,70,30]\n[50,20,50,40,20]\n[7,11,13]\n[1,1,1]"
1255,1381,Maximum Score Words Formed by Letters,maximum-score-words-formed-by-letters,https://leetcode.com/problems/maximum-score-words-formed-by-letters/,2019-11-10,Hard,1810,117,Array;String;Dynamic Programming;Backtracking;Bit Manipulation;Bitmask,"[""dog"",""cat"",""dad"",""good""]\n[""a"",""a"",""c"",""d"",""d"",""d"",""g"",""o"",""o""]\n[1,0,9,5,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0]\n[""xxxz"",""ax"",""bx"",""cx""]\n[""z"",""a"",""b"",""c"",""x"",""x"",""x""]\n[4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10]\n[""leetcode""]\n[""l"",""e"",""t"",""c"",""o"",""d""]\n[0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0]"
2382,2466,Maximum Segment Sum After Removals,maximum-segment-sum-after-removals,https://leetcode.com/problems/maximum-segment-sum-after-removals/,2022-08-20,Hard,484,5,Array;Union Find;Prefix Sum;Ordered Set,"[1,2,5,6,1]\n[0,3,2,4,1]\n[3,2,11,1]\n[3,2,1,0]"
2931,3107,Maximum Spending After Buying Items,maximum-spending-after-buying-items,https://leetcode.com/problems/maximum-spending-after-buying-items/,2023-11-11,Hard,110,34,Array;Greedy;Sorting;Heap (Priority Queue);Matrix,"[[8,5,2],[6,4,1],[9,7,3]]\n[[10,8,6,4,2],[9,7,5,3,2]]"
3077,3313,Maximum Strength of K Disjoint Subarrays,maximum-strength-of-k-disjoint-subarrays,https://leetcode.com/problems/maximum-strength-of-k-disjoint-subarrays/,2024-03-10,Hard,156,73,Array;Dynamic Programming;Prefix Sum,"[1,2,3,-1,2]\n3\n[12,-2,-2,-2,-2]\n5\n[-1,-2,-3]\n1"
2713,2818,Maximum Strictly Increasing Cells in a Matrix,maximum-strictly-increasing-cells-in-a-matrix,https://leetcode.com/problems/maximum-strictly-increasing-cells-in-a-matrix/,2023-05-28,Hard,610,20,Array;Hash Table;Binary Search;Dynamic Programming;Memoization;Sorting;Matrix;Ordered Set,"[[3,1],[3,4]]\n[[1,1],[1,1]]\n[[3,1,6],[-9,5,7]]"
2935,3197,Maximum Strong Pair XOR II,maximum-strong-pair-xor-ii,https://leetcode.com/problems/maximum-strong-pair-xor-ii/,2023-11-12,Hard,201,1,Array;Hash Table;Bit Manipulation;Trie;Sliding Window,"[1,2,3,4,5]\n[10,100]\n[500,520,2500,3000]"
1349,1471,Maximum Students Taking Exam,maximum-students-taking-exam,https://leetcode.com/problems/maximum-students-taking-exam/,2020-02-09,Hard,858,17,Array;Dynamic Programming;Bit Manipulation;Matrix;Bitmask,"[[""#"",""."",""#"",""#"",""."",""#""],[""."",""#"",""#"",""#"",""#"","".""],[""#"",""."",""#"",""#"",""."",""#""]]\n[[""."",""#""],[""#"",""#""],[""#"","".""],[""#"",""#""],[""."",""#""]]\n[[""#"",""."",""."",""."",""#""],[""."",""#"",""."",""#"","".""],[""."",""."",""#"",""."","".""],[""."",""#"",""."",""#"","".""],[""#"",""."",""."",""."",""#""]]"
1373,1475,Maximum Sum BST in Binary Tree,maximum-sum-bst-in-binary-tree,https://leetcode.com/problems/maximum-sum-bst-in-binary-tree/,2020-03-07,Hard,2843,195,Dynamic Programming;Tree;Depth-First Search;Binary Search Tree;Binary Tree,"[1,4,3,2,4,2,5,null,null,null,null,null,null,4,6]\n[4,3,null,1,2]\n[-4,-2,-5]"
689,689,Maximum Sum of 3 Non-Overlapping Subarrays,maximum-sum-of-3-non-overlapping-subarrays,https://leetcode.com/problems/maximum-sum-of-3-non-overlapping-subarrays/,2017-09-30,Hard,2566,157,Array;Dynamic Programming;Sliding Window;Prefix Sum,"[1,2,1,2,6,7,5,1]\n2\n[1,2,1,2,1,2,1,2,1]\n2"
3165,3423,Maximum Sum of Subsequence With Non-adjacent Elements,maximum-sum-of-subsequence-with-non-adjacent-elements,https://leetcode.com/problems/maximum-sum-of-subsequence-with-non-adjacent-elements/,2024-05-26,Hard,136,30,Array;Divide and Conquer;Dynamic Programming;Segment Tree,"[3,5,9]\n[[1,-2],[0,-3]]\n[0,-1]\n[[0,-5]]"
2736,2839,Maximum Sum Queries,maximum-sum-queries,https://leetcode.com/problems/maximum-sum-queries/,2023-06-11,Hard,348,16,Array;Binary Search;Stack;Binary Indexed Tree;Segment Tree;Sorting;Monotonic Stack,"[4,3,1,2]\n[2,4,9,5]\n[[4,1],[1,3],[2,5]]\n[3,2,5]\n[2,3,4]\n[[4,4],[3,2],[1,1]]\n[2,1]\n[2,3]\n[[3,3]]"
3279,3590,Maximum Total Area Occupied by Pistons,maximum-total-area-occupied-by-pistons,https://leetcode.com/problems/maximum-total-area-occupied-by-pistons/,2024-09-04,Hard,5,3,Array;Hash Table;String;Simulation;Counting;Prefix Sum,"5\n[2,5]\n""UD""\n6\n[0,0,6,3]\n""UUDU"""
2234,2330,Maximum Total Beauty of the Gardens,maximum-total-beauty-of-the-gardens,https://leetcode.com/problems/maximum-total-beauty-of-the-gardens/,2022-04-10,Hard,445,41,Array;Two Pointers;Binary Search;Greedy;Sorting;Enumeration;Prefix Sum,"[1,3,1,1]\n7\n6\n12\n1\n[2,4,5,3]\n10\n5\n2\n6"
3181,3443,Maximum Total Reward Using Operations II,maximum-total-reward-using-operations-ii,https://leetcode.com/problems/maximum-total-reward-using-operations-ii/,2024-06-09,Hard,126,32,Array;Dynamic Programming;Bit Manipulation,"[1,1,3,3]\n[1,6,4,3,2]"
568,568,Maximum Vacation Days,maximum-vacation-days,https://leetcode.com/problems/maximum-vacation-days/,2017-04-29,Hard,582,120,Array;Dynamic Programming;Matrix,"[[0,1,1],[1,0,1],[1,1,0]]\n[[1,3,1],[6,0,3],[3,3,3]]\n[[0,0,0],[0,0,0],[0,0,0]]\n[[1,1,1],[7,7,7],[7,7,7]]\n[[0,1,1],[1,0,1],[1,1,0]]\n[[7,0,0],[0,7,0],[0,0,7]]"
2218,1393,Maximum Value of K Coins From Piles,maximum-value-of-k-coins-from-piles,https://leetcode.com/problems/maximum-value-of-k-coins-from-piles/,2022-03-27,Hard,2391,37,Array;Dynamic Programming;Prefix Sum,"[[1,100,3],[7,8,9]]\n2\n[[100],[100],[100],[100],[100],[100],[1,1,1,1,1,1,700]]\n7"
3256,3550,Maximum Value Sum by Placing Three Rooks I,maximum-value-sum-by-placing-three-rooks-i,https://leetcode.com/problems/maximum-value-sum-by-placing-three-rooks-i/,2024-08-17,Hard,102,11,Array;Dynamic Programming;Matrix;Enumeration,"[[-3,1,1,1],[-3,1,-3,1],[-3,2,1,1]]\n[[1,2,3],[4,5,6],[7,8,9]]\n[[1,1,1],[1,1,1],[1,1,1]]"
3257,3542,Maximum Value Sum by Placing Three Rooks II,maximum-value-sum-by-placing-three-rooks-ii,https://leetcode.com/problems/maximum-value-sum-by-placing-three-rooks-ii/,2024-08-17,Hard,56,9,Array;Dynamic Programming;Matrix;Enumeration,"[[-3,1,1,1],[-3,1,-3,1],[-3,2,1,1]]\n[[1,2,3],[4,5,6],[7,8,9]]\n[[1,1,1],[1,1,1],[1,1,1]]"
2479,2623,Maximum XOR of Two Non-Overlapping Subtrees,maximum-xor-of-two-non-overlapping-subtrees,https://leetcode.com/problems/maximum-xor-of-two-non-overlapping-subtrees/,2022-11-24,Hard,32,4,Tree;Depth-First Search;Graph;Trie,"6\n[[0,1],[0,2],[1,3],[1,4],[2,5]]\n[2,8,3,6,2,5]\n3\n[[0,1],[1,2]]\n[4,6,1]"
3277,3551,Maximum XOR Score Subarray Queries,maximum-xor-score-subarray-queries,https://leetcode.com/problems/maximum-xor-score-subarray-queries/,2024-09-01,Hard,105,15,Array;Dynamic Programming,"[2,8,4,32,16,1]\n[[0,2],[1,4],[0,5]]\n[0,7,3,2,8,5,1]\n[[0,3],[1,5],[2,4],[2,6],[5,6]]"
1707,1826,Maximum XOR With an Element From Array,maximum-xor-with-an-element-from-array,https://leetcode.com/problems/maximum-xor-with-an-element-from-array/,2020-12-27,Hard,1328,40,Array;Bit Manipulation;Trie,"[0,1,2,3,4]\n[[3,1],[1,3],[5,6]]\n[5,2,4,6,6,3]\n[[12,4],[8,1],[6,3]]"
569,569,Median Employee Salary,median-employee-salary,https://leetcode.com/problems/median-employee-salary/,2017-04-29,Hard,337,156,Database,"{""headers"": {""Employee"": [""id"", ""company"", ""salary""]}, ""rows"": {""Employee"": [[1, ""A"", 2341],[2, ""A"", 341],[3, ""A"", 15],[4, ""A"", 15314],[5, ""A"", 451],[6, ""A"", 513],[7, ""B"", 15],[8, ""B"", 13],[9, ""B"", 1154],[10, ""B"", 1345],[11, ""B"", 1221],[12, ""B"", 234],[13, ""C"", 2345],[14, ""C"", 2645],[15, ""C"", 2645],[16, ""C"", 2652],[17, ""C"", 65]]}}"
4,4,Median of Two Sorted Arrays,median-of-two-sorted-arrays,https://leetcode.com/problems/median-of-two-sorted-arrays/,2014-02-10,Hard,30356,3409,Array;Binary Search;Divide and Conquer,"[1,3]\n[2]\n[1,2]\n[3,4]"
2402,2479,Meeting Rooms III,meeting-rooms-iii,https://leetcode.com/problems/meeting-rooms-iii/,2022-09-04,Hard,2014,129,Array;Hash Table;Sorting;Heap (Priority Queue);Simulation,"2\n[[0,10],[1,5],[2,7],[3,4]]\n3\n[[1,20],[2,10],[3,5],[4,9],[6,8]]"
1932,2060,Merge BSTs to Create Single BST,merge-bsts-to-create-single-bst,https://leetcode.com/problems/merge-bsts-to-create-single-bst/,2021-07-11,Hard,617,46,Hash Table;Binary Search;Tree;Depth-First Search;Binary Tree,"[[2,1],[3,2,5],[5,4]]\n[[5,3,8],[3,2,6]]\n[[5,4],[3]]"
23,23,Merge k Sorted Lists,merge-k-sorted-lists,https://leetcode.com/problems/merge-k-sorted-lists/,2015-10-12,Hard,20492,762,Linked List;Divide and Conquer;Heap (Priority Queue);Merge Sort,"[[1,4,5],[1,3,4],[2,6]]\n[]\n[[]]"
2494,2637,Merge Overlapping Events in the Same Hall,merge-overlapping-events-in-the-same-hall,https://leetcode.com/problems/merge-overlapping-events-in-the-same-hall/,2022-12-04,Hard,54,8,Database,"{""headers"": {""HallEvents"": [""hall_id"", ""start_day"", ""end_day""]}, ""rows"": {""HallEvents"": [[1, ""2023-01-13"", ""2023-01-14""], [1, ""2023-01-14"", ""2023-01-17""], [1, ""2023-01-18"", ""2023-01-25""], [2, ""2022-12-09"", ""2022-12-23""], [2, ""2022-12-13"", ""2022-12-17""], [3, ""2022-12-01"", ""2023-01-30""]]}}"
1675,1794,Minimize Deviation in Array,minimize-deviation-in-array,https://leetcode.com/problems/minimize-deviation-in-array/,2020-11-28,Hard,3071,175,Array;Greedy;Heap (Priority Queue);Ordered Set,"[1,2,3,4]\n[4,1,5,20,3]\n[2,10,8]"
928,964,Minimize Malware Spread II,minimize-malware-spread-ii,https://leetcode.com/problems/minimize-malware-spread-ii/,2018-10-21,Hard,696,90,Array;Hash Table;Depth-First Search;Breadth-First Search;Union Find;Graph,"[[1,1,0],[1,1,0],[0,0,1]]\n[0,1]\n[[1,1,0],[1,1,1],[0,1,1]]\n[0,1]\n[[1,1,0,0],[1,1,1,0],[0,1,1,1],[0,0,1,1]]\n[0,1]"
924,960,Minimize Malware Spread,minimize-malware-spread,https://leetcode.com/problems/minimize-malware-spread/,2018-10-13,Hard,1068,638,Array;Hash Table;Depth-First Search;Breadth-First Search;Union Find;Graph,"[[1,1,0],[1,1,0],[0,0,1]]\n[0,1]\n[[1,0,0],[0,1,0],[0,0,1]]\n[0,2]\n[[1,1,1],[1,1,1],[1,1,1]]\n[1,2]"
3102,3344,Minimize Manhattan Distances,minimize-manhattan-distances,https://leetcode.com/problems/minimize-manhattan-distances/,2024-03-31,Hard,179,15,Array;Math;Geometry;Sorting;Ordered Set,"[[3,10],[5,15],[10,2],[4,4]]\n[[1,1],[1,1],[1,1]]"
774,788,Minimize Max Distance to Gas Station,minimize-max-distance-to-gas-station,https://leetcode.com/problems/minimize-max-distance-to-gas-station/,2018-01-27,Hard,694,102,Array;Binary Search,"[1,2,3,4,5,6,7,8,9,10]\n9\n[23,24,36,39,46,56,57,65,84,98]\n1"
2371,2506,Minimize Maximum Value in a Grid,minimize-maximum-value-in-a-grid,https://leetcode.com/problems/minimize-maximum-value-in-a-grid/,2022-08-10,Hard,141,6,Array;Union Find;Graph;Topological Sort;Sorting;Matrix,"[[3,1],[2,5]]\n[[10]]"
3022,3261,Minimize OR of Remaining Elements Using Operations,minimize-or-of-remaining-elements-using-operations,https://leetcode.com/problems/minimize-or-of-remaining-elements-using-operations/,2024-01-28,Hard,93,15,Array;Greedy;Bit Manipulation,"[3,5,3,2,7]\n2\n[7,3,15,14,2,8]\n4\n[10,7,10,3,9,14,9,4]\n1"
2646,2739,Minimize the Total Price of the Trips,minimize-the-total-price-of-the-trips,https://leetcode.com/problems/minimize-the-total-price-of-the-trips/,2023-04-16,Hard,496,19,Array;Dynamic Programming;Tree;Depth-First Search;Graph,"4\n[[0,1],[1,2],[1,3]]\n[2,2,10,6]\n[[0,3],[2,1],[2,3]]\n2\n[[0,1]]\n[2,2]\n[[0,0]]"
1703,1805,Minimum Adjacent Swaps for K Consecutive Ones,minimum-adjacent-swaps-for-k-consecutive-ones,https://leetcode.com/problems/minimum-adjacent-swaps-for-k-consecutive-ones/,2020-12-26,Hard,733,28,Array;Greedy;Sliding Window;Prefix Sum,"[1,0,0,1,0,1]\n2\n[1,0,0,0,0,0,1,1]\n3\n[1,1,0,1]\n2"
3273,3531,Minimum Amount of Damage Dealt to Bob,minimum-amount-of-damage-dealt-to-bob,https://leetcode.com/problems/minimum-amount-of-damage-dealt-to-bob/,2024-08-31,Hard,156,23,Array;Greedy;Sorting,"4\n[1,2,3,4]\n[4,5,6,8]\n1\n[1,1,1,1]\n[1,2,3,4]\n8\n[40]\n[59]"
2911,2879,Minimum Changes to Make K Semi-palindromes,minimum-changes-to-make-k-semi-palindromes,https://leetcode.com/problems/minimum-changes-to-make-k-semi-palindromes/,2023-10-22,Hard,126,104,Two Pointers;String;Dynamic Programming,"""abcac""\n2"
3219,3500,Minimum Cost for Cutting Cake II,minimum-cost-for-cutting-cake-ii,https://leetcode.com/problems/minimum-cost-for-cutting-cake-ii/,2024-07-14,Hard,113,18,Array;Greedy;Sorting,"3\n2\n[1,3]\n[5]\n2\n2\n[7]\n[4]"
1896,2008,Minimum Cost to Change the Final Value of Expression,minimum-cost-to-change-the-final-value-of-expression,https://leetcode.com/problems/minimum-cost-to-change-the-final-value-of-expression/,2021-06-12,Hard,243,42,Math;String;Dynamic Programming;Stack,"""1&(0|1)""\n""(0&0)&(0&0&0)""\n""(0|(1|0&1))"""
1595,1717,Minimum Cost to Connect Two Groups of Points,minimum-cost-to-connect-two-groups-of-points,https://leetcode.com/problems/minimum-cost-to-connect-two-groups-of-points/,2020-09-20,Hard,480,16,Array;Dynamic Programming;Bit Manipulation;Matrix;Bitmask,"[[15,96],[36,2]]\n[[1,3,5],[4,1,1],[1,5,3]]\n[[2,5,1],[3,4,7],[8,1,2],[6,2,4],[3,8,8]]"
2977,3238,Minimum Cost to Convert String II,minimum-cost-to-convert-string-ii,https://leetcode.com/problems/minimum-cost-to-convert-string-ii/,2023-12-24,Hard,114,79,Array;String;Dynamic Programming;Graph;Trie;Shortest Path,"""abcd""\n""acbe""\n[""a"",""b"",""c"",""c"",""e"",""d""]\n[""b"",""c"",""b"",""e"",""b"",""e""]\n[2,5,5,1,2,20]\n""abcdefgh""\n""acdeeghh""\n[""bcd"",""fgh"",""thh""]\n[""cde"",""thh"",""ghh""]\n[1,3,5]\n""abcdefgh""\n""addddddd""\n[""bcd"",""defgh""]\n[""ddd"",""ddddd""]\n[100,1578]"
1547,1669,Minimum Cost to Cut a Stick,minimum-cost-to-cut-a-stick,https://leetcode.com/problems/minimum-cost-to-cut-a-stick/,2020-08-09,Hard,4582,141,Array;Dynamic Programming;Sorting,"7\n[1,3,4,5]\n9\n[5,6,1,4,2]"
3139,3402,Minimum Cost to Equalize Array,minimum-cost-to-equalize-array,https://leetcode.com/problems/minimum-cost-to-equalize-array/,2024-05-05,Hard,138,24,Array;Greedy;Enumeration,"[4,1]\n5\n2\n[2,3,3,3,5]\n2\n1\n[3,5,3]\n1\n3"
857,887,Minimum Cost to Hire K Workers,minimum-cost-to-hire-k-workers,https://leetcode.com/problems/minimum-cost-to-hire-k-workers/,2018-06-24,Hard,3001,403,Array;Greedy;Sorting;Heap (Priority Queue),"[10,20,5]\n[70,50,30]\n2\n[3,1,10,10,1]\n[4,8,2,2,7]\n3"
2448,2538,Minimum Cost to Make Array Equal,minimum-cost-to-make-array-equal,https://leetcode.com/problems/minimum-cost-to-make-array-equal/,2022-10-23,Hard,2471,36,Array;Binary Search;Greedy;Sorting;Prefix Sum,"[1,3,5,2]\n[2,3,1,14]\n[2,2,2,2,2]\n[4,2,8,1,3]"
1368,1485,Minimum Cost to Make at Least One Valid Path in a Grid,minimum-cost-to-make-at-least-one-valid-path-in-a-grid,https://leetcode.com/problems/minimum-cost-to-make-at-least-one-valid-path-in-a-grid/,2020-03-01,Hard,2504,35,Array;Breadth-First Search;Graph;Heap (Priority Queue);Matrix;Shortest Path,"[[1,1,1,1],[2,2,2,2],[1,1,1,1],[2,2,2,2]]\n[[1,1,3],[3,2,2],[1,1,4]]\n[[1,2],[4,3]]"
1000,1042,Minimum Cost to Merge Stones,minimum-cost-to-merge-stones,https://leetcode.com/problems/minimum-cost-to-merge-stones/,2019-03-03,Hard,2564,115,Array;Dynamic Programming;Prefix Sum,"[3,2,4,1]\n2\n[3,2,4,1]\n3\n[3,5,1,2,6]\n3"
1928,2040,Minimum Cost to Reach Destination in Time,minimum-cost-to-reach-destination-in-time,https://leetcode.com/problems/minimum-cost-to-reach-destination-in-time/,2021-07-10,Hard,886,22,Array;Dynamic Programming;Graph,"30\n[[0,1,10],[1,2,10],[2,5,10],[0,3,1],[3,4,10],[4,5,15]]\n[5,1,2,20,20,3]\n29\n[[0,1,10],[1,2,10],[2,5,10],[0,3,1],[3,4,10],[4,5,15]]\n[5,1,2,20,20,3]\n25\n[[0,1,10],[1,2,10],[2,5,10],[0,3,1],[3,4,10],[4,5,15]]\n[5,1,2,20,20,3]"
2547,2633,Minimum Cost to Split an Array,minimum-cost-to-split-an-array,https://leetcode.com/problems/minimum-cost-to-split-an-array/,2023-01-22,Hard,451,28,Array;Hash Table;Dynamic Programming;Counting,"[1,2,1,2,1,3,3]\n2\n[1,2,1,2,1]\n2\n[1,2,1,2,1]\n5"
3108,3348,Minimum Cost Walk in Weighted Graph,minimum-cost-walk-in-weighted-graph,https://leetcode.com/problems/minimum-cost-walk-in-weighted-graph/,2024-04-07,Hard,760,42,Array;Bit Manipulation;Union Find;Graph,"5\n[[0,1,7],[1,3,7],[1,2,1]]\n[[0,3],[3,4]]\n3\n[[0,2,7],[0,1,15],[1,2,6],[1,2,1]]\n[[1,2]]"
2361,2500,Minimum Costs Using the Train Line,minimum-costs-using-the-train-line,https://leetcode.com/problems/minimum-costs-using-the-train-line/,2022-08-02,Hard,194,32,Array;Dynamic Programming,"[1,6,9,5]\n[5,2,3,10]\n8\n[11,5,13]\n[7,10,6]\n3"
1761,1887,Minimum Degree of a Connected Trio in a Graph,minimum-degree-of-a-connected-trio-in-a-graph,https://leetcode.com/problems/minimum-degree-of-a-connected-trio-in-a-graph/,2021-02-14,Hard,342,289,Graph;Enumeration,"6\n[[1,2],[1,3],[3,2],[4,1],[5,2],[3,6]]\n7\n[[1,3],[4,1],[4,3],[2,5],[5,6],[6,7],[7,5],[2,6]]"
2344,2423,Minimum Deletions to Make Array Divisible,minimum-deletions-to-make-array-divisible,https://leetcode.com/problems/minimum-deletions-to-make-array-divisible/,2022-07-17,Hard,571,130,Array;Math;Sorting;Heap (Priority Queue);Number Theory,"[2,3,2,4,3]\n[9,6,9,3,15]\n[4,3,6]\n[8,2,6,10]"
2163,2267,Minimum Difference in Sums After Removal of Elements,minimum-difference-in-sums-after-removal-of-elements,https://leetcode.com/problems/minimum-difference-in-sums-after-removal-of-elements/,2022-02-05,Hard,711,21,Array;Dynamic Programming;Heap (Priority Queue),"[3,1,2]\n[7,9,5,8,1,3]"
1335,1457,Minimum Difficulty of a Job Schedule,minimum-difficulty-of-a-job-schedule,https://leetcode.com/problems/minimum-difficulty-of-a-job-schedule/,2020-01-26,Hard,3515,327,Array;Dynamic Programming,"[6,5,4,3,2,1]\n2\n[9,9,9]\n4\n[1,1,1]\n3"
1320,1443,Minimum Distance to Type a Word Using Two Fingers,minimum-distance-to-type-a-word-using-two-fingers,https://leetcode.com/problems/minimum-distance-to-type-a-word-using-two-fingers/,2020-01-12,Hard,1031,39,String;Dynamic Programming,"""CAKE""\n""HAPPY"""
2858,3105,Minimum Edge Reversals So Every Node Is Reachable,minimum-edge-reversals-so-every-node-is-reachable,https://leetcode.com/problems/minimum-edge-reversals-so-every-node-is-reachable/,2023-09-16,Hard,345,7,Dynamic Programming;Depth-First Search;Breadth-First Search;Graph,"4\n[[2,0],[2,1],[1,3]]\n3\n[[1,2],[2,0]]"
2846,3079,Minimum Edge Weight Equilibrium Queries in a Tree,minimum-edge-weight-equilibrium-queries-in-a-tree,https://leetcode.com/problems/minimum-edge-weight-equilibrium-queries-in-a-tree/,2023-09-03,Hard,335,8,Array;Tree;Graph;Strongly Connected Component,"7\n[[0,1,1],[1,2,1],[2,3,1],[3,4,2],[4,5,2],[5,6,2]]\n[[0,3],[3,6],[2,6],[0,6]]\n8\n[[1,2,6],[1,3,4],[2,4,6],[2,5,3],[3,6,6],[3,0,8],[7,0,2]]\n[[4,6],[0,4],[6,5],[7,4]]"
1289,1224,Minimum Falling Path Sum II,minimum-falling-path-sum-ii,https://leetcode.com/problems/minimum-falling-path-sum-ii/,2019-12-14,Hard,2316,123,Array;Dynamic Programming;Matrix,"[[1,2,3],[4,5,6],[7,8,9]]\n[[7]]"
2313,2399,Minimum Flips in Binary Tree to Get Result,minimum-flips-in-binary-tree-to-get-result,https://leetcode.com/problems/minimum-flips-in-binary-tree-to-get-result/,2022-06-22,Hard,108,2,Dynamic Programming;Tree;Depth-First Search;Binary Tree,"[3,5,4,2,null,1,1,1,0]\ntrue\n[0]\nfalse"
1681,1799,Minimum Incompatibility,minimum-incompatibility,https://leetcode.com/problems/minimum-incompatibility/,2020-12-06,Hard,285,99,Array;Dynamic Programming;Bit Manipulation;Bitmask,"[1,2,1,4]\n2\n[6,3,8,1,3,1,2,2]\n4\n[5,3,3,6,3,3]\n3"
1665,1784,Minimum Initial Energy to Finish Tasks,minimum-initial-energy-to-finish-tasks,https://leetcode.com/problems/minimum-initial-energy-to-finish-tasks/,2020-11-22,Hard,604,39,Array;Greedy;Sorting,"[[1,2],[2,4],[4,8]]\n[[1,3],[2,4],[10,11],[10,12],[8,9]]\n[[1,7],[2,8],[3,9],[4,10],[5,11],[6,12]]"
