frontend_id,title,title_slug,created_at_approx,difficulty,has_python,python_path,has_cpp,cpp_path,match_strategy
1840,Maximum Building Height,maximum-building-height,2021-04-25,Hard,1,Python/maximum-building-height.py,1,C++/maximum-building-height.cpp,name:slug/title
1298,Maximum Candies You Can Get from Boxes,maximum-candies-you-can-get-from-boxes,2019-12-22,Hard,1,Python/maximum-candies-you-can-get-from-boxes.py,1,C++/maximum-candies-you-can-get-from-boxes.cpp,name:slug/title
2247,Maximum Cost of Trip With K Highways,maximum-cost-of-trip-with-k-highways,2022-04-20,Hard,1,Python/maximum-cost-of-trip-with-k-highways.py,1,C++/maximum-cost-of-trip-with-k-highways.cpp,name:slug/title
2430,Maximum Deletions on a String,maximum-deletions-on-a-string,2022-10-02,Hard,1,Python/maximum-deletions-on-a-string.py,1,C++/maximum-deletions-on-a-string.cpp,name:slug/title
2813,Maximum Elegance of a K-Length Subsequence,maximum-elegance-of-a-k-length-subsequence,2023-08-06,Hard,1,Python/maximum-elegance-of-a-k-length-subsequence.py,1,C++/maximum-elegance-of-a-k-length-subsequence.cpp,name:slug/title
2862,Maximum Element-Sum of a Complete Subset of Indices,maximum-element-sum-of-a-complete-subset-of-indices,2023-09-17,Hard,1,Python/maximum-element-sum-of-a-complete-subset-of-indices.py,1,C++/maximum-element-sum-of-a-complete-subset-of-indices.cpp,name:slug/title
2127,Maximum Employees to Be Invited to a Meeting,maximum-employees-to-be-invited-to-a-meeting,2022-01-02,Hard,1,Python/maximum-employees-to-be-invited-to-a-meeting.py,1,C++/maximum-employees-to-be-invited-to-a-meeting.cpp,name:slug/title
1224,Maximum Equal Frequency,maximum-equal-frequency,2019-10-13,Hard,1,Python/maximum-equal-frequency.py,1,C++/maximum-equal-frequency.cpp,name:slug/title
2524,Maximum Frequency Score of a Subarray,maximum-frequency-score-of-a-subarray,2023-01-04,Hard,1,Python/maximum-frequency-score-of-a-subarray.py,1,C++/maximum-frequency-score-of-a-subarray.cpp,name:slug/title
895,Maximum Frequency Stack,maximum-frequency-stack,2018-08-25,Hard,1,Python/maximum-frequency-stack.py,1,C++/maximum-frequency-stack.cpp,name:slug/title
2106,Maximum Fruits Harvested After at Most K Steps,maximum-fruits-harvested-after-at-most-k-steps,2021-12-12,Hard,1,Python/maximum-fruits-harvested-after-at-most-k-steps.py,1,C++/maximum-fruits-harvested-after-at-most-k-steps.cpp,name:slug/title
2941,Maximum GCD-Sum of a Subarray,maximum-gcd-sum-of-a-subarray,2023-11-22,Hard,1,Python/maximum-gcd-sum-of-a-subarray.py,1,C++/maximum-gcd-sum-of-a-subarray.cpp,name:slug/title
1938,Maximum Genetic Difference Query,maximum-genetic-difference-query,2021-07-18,Hard,1,Python/maximum-genetic-difference-query.py,1,C++/maximum-genetic-difference-query.cpp,name:slug/title
2151,Maximum Good People Based on Statements,maximum-good-people-based-on-statements,2022-01-23,Hard,1,Python/maximum-good-people-based-on-statements.py,1,C++/maximum-good-people-based-on-statements.cpp,name:slug/title
3141,Maximum Hamming Distances,maximum-hamming-distances,2024-05-08,Hard,1,Python/maximum-hamming-distances.py,1,C++/maximum-hamming-distances.cpp,name:slug/title
1691,Maximum Height by Stacking Cuboids,maximum-height-by-stacking-cuboids,2020-12-13,Hard,1,Python/maximum-height-by-stacking-cuboids.py,1,C++/maximum-height-by-stacking-cuboids.cpp,name:slug/title
1601,Maximum Number of Achievable Transfer Requests,maximum-number-of-achievable-transfer-requests,2020-09-27,Hard,1,Python/maximum-number-of-achievable-transfer-requests.py,1,C++/maximum-number-of-achievable-transfer-requests.cpp,name:slug/title
2355,Maximum Number of Books You Can Take,maximum-number-of-books-you-can-take,2022-07-28,Hard,1,Python/maximum-number-of-books-you-can-take.py,1,C++/maximum-number-of-books-you-can-take.cpp,name:slug/title
1453,Maximum Number of Darts Inside of a Circular Dartboard,maximum-number-of-darts-inside-of-a-circular-dartboard,2020-05-17,Hard,1,Python/maximum-number-of-darts-inside-of-a-circular-dartboard.py,1,C++/maximum-number-of-darts-inside-of-a-circular-dartboard.cpp,name:slug/title
1751,Maximum Number of Events That Can Be Attended II,maximum-number-of-events-that-can-be-attended-ii,2021-02-06,Hard,1,Python/maximum-number-of-events-that-can-be-attended-ii.py,1,C++/maximum-number-of-events-that-can-be-attended-ii.cpp,name:slug/title
1815,Maximum Number of Groups Getting Fresh Donuts,maximum-number-of-groups-getting-fresh-donuts,2021-04-03,Hard,1,Python/maximum-number-of-groups-getting-fresh-donuts.py,1,C++/maximum-number-of-groups-getting-fresh-donuts.cpp,name:slug/title
2790,Maximum Number of Groups With Increasing Length,maximum-number-of-groups-with-increasing-length,2023-07-23,Hard,1,Python/maximum-number-of-groups-with-increasing-length.py,1,C++/maximum-number-of-groups-with-increasing-length.cpp,name:slug/title
3009,Maximum Number of Intersections on the Chart,maximum-number-of-intersections-on-the-chart,2024-01-17,Hard,1,Python/maximum-number-of-intersections-on-the-chart.py,1,C++/maximum-number-of-intersections-on-the-chart.cpp,name:slug/title
2872,Maximum Number of K-Divisible Components,maximum-number-of-k-divisible-components,2023-09-30,Hard,1,Python/maximum-number-of-k-divisible-components.py,1,C++/maximum-number-of-k-divisible-components.cpp,name:slug/title
3283,Maximum Number of Moves to Kill All Pawns,maximum-number-of-moves-to-kill-all-pawns,2024-09-08,Hard,1,Python/maximum-number-of-moves-to-kill-all-pawns.py,1,C++/maximum-number-of-moves-to-kill-all-pawns.cpp,name:slug/title
2472,Maximum Number of Non-overlapping Palindrome Substrings,maximum-number-of-non-overlapping-palindrome-substrings,2022-11-13,Hard,1,Python/maximum-number-of-non-overlapping-palindrome-substrings.py,1,C++/maximum-number-of-non-overlapping-palindrome-substrings.cpp,name:slug/title
1520,Maximum Number of Non-Overlapping Substrings,maximum-number-of-non-overlapping-substrings,2020-07-19,Hard,1,Python/maximum-number-of-non-overlapping-substrings.py,1,C++/maximum-number-of-non-overlapping-substrings.cpp,name:slug/title
1183,Maximum Number of Ones,maximum-number-of-ones,2019-09-07,Hard,1,Python/maximum-number-of-ones.py,1,C++/maximum-number-of-ones.cpp,name:slug/title
2503,Maximum Number of Points From Grid Queries,maximum-number-of-points-from-grid-queries,2022-12-11,Hard,1,Python/maximum-number-of-points-from-grid-queries.py,1,C++/maximum-number-of-points-from-grid-queries.cpp,name:slug/title
3018,Maximum Number of Removal Queries That Can Be Processed I,maximum-number-of-removal-queries-that-can-be-processed-i,2024-01-24,Hard,1,Python/maximum-number-of-removal-queries-that-can-be-processed-i.py,1,C++/maximum-number-of-removal-queries-that-can-be-processed-i.cpp,name:slug/title
2398,Maximum Number of Robots Within Budget,maximum-number-of-robots-within-budget,2022-09-03,Hard,1,Python/maximum-number-of-robots-within-budget.py,1,C++/maximum-number-of-robots-within-budget.cpp,name:slug/title
2071,Maximum Number of Tasks You Can Assign,maximum-number-of-tasks-you-can-assign,2021-11-13,Hard,1,Python/maximum-number-of-tasks-you-can-assign.py,1,C++/maximum-number-of-tasks-you-can-assign.cpp,name:slug/title
1610,Maximum Number of Visible Points,maximum-number-of-visible-points,2020-10-04,Hard,1,Python/maximum-number-of-visible-points.py,1,C++/maximum-number-of-visible-points.cpp,name:slug/title
2025,Maximum Number of Ways to Partition an Array,maximum-number-of-ways-to-partition-an-array,2021-10-02,Hard,1,Python/maximum-number-of-ways-to-partition-an-array.py,1,C++/maximum-number-of-ways-to-partition-an-array.cpp,name:slug/title
2065,Maximum Path Quality of a Graph,maximum-path-quality-of-a-graph,2021-11-07,Hard,1,Python/maximum-path-quality-of-a-graph.py,1,C++/maximum-path-quality-of-a-graph.cpp,name:slug/title
1383,Maximum Performance of a Team,maximum-performance-of-a-team,2020-03-15,Hard,1,Python/maximum-performance-of-a-team.py,1,C++/maximum-performance-of-a-team.cpp,name:slug/title
2920,Maximum Points After Collecting Coins From All Nodes,maximum-points-after-collecting-coins-from-all-nodes,2023-10-29,Hard,1,Python/maximum-points-after-collecting-coins-from-all-nodes.py,1,C++/maximum-points-after-collecting-coins-from-all-nodes.cpp,name:slug/title
1960,Maximum Product of the Length of Two Palindromic Substrings,maximum-product-of-the-length-of-two-palindromic-substrings,2021-08-07,Hard,1,Python/maximum-product-of-the-length-of-two-palindromic-substrings.py,1,C++/maximum-product-of-the-length-of-two-palindromic-substrings.cpp,name:slug/title
1235,Maximum Profit in Job Scheduling,maximum-profit-in-job-scheduling,2019-10-20,Hard,1,Python/maximum-profit-in-job-scheduling.py,1,C++/maximum-profit-in-job-scheduling.cpp,name:slug/title
2921,Maximum Profitable Triplets With Increasing Prices II,maximum-profitable-triplets-with-increasing-prices-ii,2023-11-01,Hard,1,Python/maximum-profitable-triplets-with-increasing-prices-ii.py,1,C++/maximum-profitable-triplets-with-increasing-prices-ii.cpp,name:slug/title
2141,Maximum Running Time of N Computers,maximum-running-time-of-n-computers,2022-01-16,Hard,1,Python/maximum-running-time-of-n-computers.py,1,C++/maximum-running-time-of-n-computers.cpp,name:slug/title
3225,Maximum Score From Grid Operations,maximum-score-from-grid-operations,2024-07-20,Hard,1,Python/maximum-score-from-grid-operations.py,1,C++/maximum-score-from-grid-operations.cpp,name:slug/title
1770,Maximum Score from Performing Multiplication Operations,maximum-score-from-performing-multiplication-operations,2021-02-21,Hard,1,Python/maximum-score-from-performing-multiplication-operations.py,1,C++/maximum-score-from-performing-multiplication-operations.cpp,name:slug/title
1793,Maximum Score of a Good Subarray,maximum-score-of-a-good-subarray,2021-03-14,Hard,1,Python/maximum-score-of-a-good-subarray.py,1,C++/maximum-score-of-a-good-subarray.cpp,name:slug/title
2242,Maximum Score of a Node Sequence,maximum-score-of-a-node-sequence,2022-04-16,Hard,1,Python/maximum-score-of-a-node-sequence.py,1,C++/maximum-score-of-a-node-sequence.cpp,name:slug/title
2321,Maximum Score Of Spliced Array,maximum-score-of-spliced-array,2022-06-26,Hard,1,Python/maximum-score-of-spliced-array.py,1,C++/maximum-score-of-spliced-array.cpp,name:slug/title
1255,Maximum Score Words Formed by Letters,maximum-score-words-formed-by-letters,2019-11-10,Hard,1,Python/maximum-score-words-formed-by-letters.py,1,C++/maximum-score-words-formed-by-letters.cpp,name:slug/title
2382,Maximum Segment Sum After Removals,maximum-segment-sum-after-removals,2022-08-20,Hard,1,Python/maximum-segment-sum-after-removals.py,1,C++/maximum-segment-sum-after-removals.cpp,name:slug/title
2931,Maximum Spending After Buying Items,maximum-spending-after-buying-items,2023-11-11,Hard,1,Python/maximum-spending-after-buying-items.py,1,C++/maximum-spending-after-buying-items.cpp,name:slug/title
3077,Maximum Strength of K Disjoint Subarrays,maximum-strength-of-k-disjoint-subarrays,2024-03-10,Hard,1,Python/maximum-strength-of-k-disjoint-subarrays.py,1,C++/maximum-strength-of-k-disjoint-subarrays.cpp,name:slug/title
2713,Maximum Strictly Increasing Cells in a Matrix,maximum-strictly-increasing-cells-in-a-matrix,2023-05-28,Hard,1,Python/maximum-strictly-increasing-cells-in-a-matrix.py,1,C++/maximum-strictly-increasing-cells-in-a-matrix.cpp,name:slug/title
2935,Maximum Strong Pair XOR II,maximum-strong-pair-xor-ii,2023-11-12,Hard,1,Python/maximum-strong-pair-xor-ii.py,1,C++/maximum-strong-pair-xor-ii.cpp,name:slug/title
1349,Maximum Students Taking Exam,maximum-students-taking-exam,2020-02-09,Hard,1,Python/maximum-students-taking-exam.py,1,C++/maximum-students-taking-exam.cpp,name:slug/title
1373,Maximum Sum BST in Binary Tree,maximum-sum-bst-in-binary-tree,2020-03-07,Hard,1,Python/maximum-sum-bst-in-binary-tree.py,1,C++/maximum-sum-bst-in-binary-tree.cpp,name:slug/title
689,Maximum Sum of 3 Non-Overlapping Subarrays,maximum-sum-of-3-non-overlapping-subarrays,2017-09-30,Hard,1,Python/maximum-sum-of-3-non-overlapping-subarrays.py,1,C++/maximum-sum-of-3-non-overlapping-subarrays.cpp,name:slug/title
3165,Maximum Sum of Subsequence With Non-adjacent Elements,maximum-sum-of-subsequence-with-non-adjacent-elements,2024-05-26,Hard,1,Python/maximum-sum-of-subsequence-with-non-adjacent-elements.py,1,C++/maximum-sum-of-subsequence-with-non-adjacent-elements.cpp,name:slug/title
2736,Maximum Sum Queries,maximum-sum-queries,2023-06-11,Hard,1,Python/maximum-sum-queries.py,1,C++/maximum-sum-queries.cpp,name:slug/title
3279,Maximum Total Area Occupied by Pistons,maximum-total-area-occupied-by-pistons,2024-09-04,Hard,1,Python/maximum-total-area-occupied-by-pistons.py,1,C++/maximum-total-area-occupied-by-pistons.cpp,name:slug/title
2234,Maximum Total Beauty of the Gardens,maximum-total-beauty-of-the-gardens,2022-04-10,Hard,1,Python/maximum-total-beauty-of-the-gardens.py,1,C++/maximum-total-beauty-of-the-gardens.cpp,name:slug/title
3181,Maximum Total Reward Using Operations II,maximum-total-reward-using-operations-ii,2024-06-09,Hard,1,Python/maximum-total-reward-using-operations-ii.py,1,C++/maximum-total-reward-using-operations-ii.cpp,name:slug/title
568,Maximum Vacation Days,maximum-vacation-days,2017-04-29,Hard,1,Python/maximum-vacation-days.py,1,C++/maximum-vacation-days.cpp,name:slug/title
2218,Maximum Value of K Coins From Piles,maximum-value-of-k-coins-from-piles,2022-03-27,Hard,1,Python/maximum-value-of-k-coins-from-piles.py,1,C++/maximum-value-of-k-coins-from-piles.cpp,name:slug/title
3256,Maximum Value Sum by Placing Three Rooks I,maximum-value-sum-by-placing-three-rooks-i,2024-08-17,Hard,1,Python/maximum-value-sum-by-placing-three-rooks-i.py,1,C++/maximum-value-sum-by-placing-three-rooks-i.cpp,name:slug/title
3257,Maximum Value Sum by Placing Three Rooks II,maximum-value-sum-by-placing-three-rooks-ii,2024-08-17,Hard,1,Python/maximum-value-sum-by-placing-three-rooks-ii.py,1,C++/maximum-value-sum-by-placing-three-rooks-ii.cpp,name:slug/title
2479,Maximum XOR of Two Non-Overlapping Subtrees,maximum-xor-of-two-non-overlapping-subtrees,2022-11-24,Hard,1,Python/maximum-xor-of-two-non-overlapping-subtrees.py,1,C++/maximum-xor-of-two-non-overlapping-subtrees.cpp,name:slug/title
3277,Maximum XOR Score Subarray Queries,maximum-xor-score-subarray-queries,2024-09-01,Hard,1,Python/maximum-xor-score-subarray-queries.py,1,C++/maximum-xor-score-subarray-queries.cpp,name:slug/title
1707,Maximum XOR With an Element From Array,maximum-xor-with-an-element-from-array,2020-12-27,Hard,1,Python/maximum-xor-with-an-element-from-array.py,1,C++/maximum-xor-with-an-element-from-array.cpp,name:slug/title
4,Median of Two Sorted Arrays,median-of-two-sorted-arrays,2014-02-10,Hard,1,Python/median-of-two-sorted-arrays.py,1,C++/median-of-two-sorted-arrays.cpp,name:slug/title
2402,Meeting Rooms III,meeting-rooms-iii,2022-09-04,Hard,1,Python/meeting-rooms-iii.py,1,C++/meeting-rooms-iii.cpp,name:slug/title
1932,Merge BSTs to Create Single BST,merge-bsts-to-create-single-bst,2021-07-11,Hard,1,Python/merge-bsts-to-create-single-bst.py,1,C++/merge-bsts-to-create-single-bst.cpp,name:slug/title
23,Merge k Sorted Lists,merge-k-sorted-lists,2015-10-12,Hard,1,Python/merge-k-sorted-lists.py,1,C++/merge-k-sorted-lists.cpp,name:slug/title
1675,Minimize Deviation in Array,minimize-deviation-in-array,2020-11-28,Hard,1,Python/minimize-deviation-in-array.py,1,C++/minimize-deviation-in-array.cpp,name:slug/title
928,Minimize Malware Spread II,minimize-malware-spread-ii,2018-10-21,Hard,1,Python/minimize-malware-spread-ii.py,1,C++/minimize-malware-spread-ii.cpp,name:slug/title
924,Minimize Malware Spread,minimize-malware-spread,2018-10-13,Hard,1,Python/minimize-malware-spread.py,1,C++/minimize-malware-spread.cpp,name:slug/title
3102,Minimize Manhattan Distances,minimize-manhattan-distances,2024-03-31,Hard,1,Python/minimize-manhattan-distances.py,1,C++/minimize-manhattan-distances.cpp,name:slug/title
774,Minimize Max Distance to Gas Station,minimize-max-distance-to-gas-station,2018-01-27,Hard,1,Python/minimize-max-distance-to-gas-station.py,1,C++/minimize-max-distance-to-gas-station.cpp,name:slug/title
2371,Minimize Maximum Value in a Grid,minimize-maximum-value-in-a-grid,2022-08-10,Hard,1,Python/minimize-maximum-value-in-a-grid.py,1,C++/minimize-maximum-value-in-a-grid.cpp,name:slug/title
3022,Minimize OR of Remaining Elements Using Operations,minimize-or-of-remaining-elements-using-operations,2024-01-28,Hard,1,Python/minimize-or-of-remaining-elements-using-operations.py,1,C++/minimize-or-of-remaining-elements-using-operations.cpp,name:slug/title
2646,Minimize the Total Price of the Trips,minimize-the-total-price-of-the-trips,2023-04-16,Hard,1,Python/minimize-the-total-price-of-the-trips.py,1,C++/minimize-the-total-price-of-the-trips.cpp,name:slug/title
1703,Minimum Adjacent Swaps for K Consecutive Ones,minimum-adjacent-swaps-for-k-consecutive-ones,2020-12-26,Hard,1,Python/minimum-adjacent-swaps-for-k-consecutive-ones.py,1,C++/minimum-adjacent-swaps-for-k-consecutive-ones.cpp,name:slug/title
3273,Minimum Amount of Damage Dealt to Bob,minimum-amount-of-damage-dealt-to-bob,2024-08-31,Hard,1,Python/minimum-amount-of-damage-dealt-to-bob.py,1,C++/minimum-amount-of-damage-dealt-to-bob.cpp,name:slug/title
2911,Minimum Changes to Make K Semi-palindromes,minimum-changes-to-make-k-semi-palindromes,2023-10-22,Hard,1,Python/minimum-changes-to-make-k-semi-palindromes.py,1,C++/minimum-changes-to-make-k-semi-palindromes.cpp,name:slug/title
3219,Minimum Cost for Cutting Cake II,minimum-cost-for-cutting-cake-ii,2024-07-14,Hard,1,Python/minimum-cost-for-cutting-cake-ii.py,1,C++/minimum-cost-for-cutting-cake-ii.cpp,name:slug/title
1896,Minimum Cost to Change the Final Value of Expression,minimum-cost-to-change-the-final-value-of-expression,2021-06-12,Hard,1,Python/minimum-cost-to-change-the-final-value-of-expression.py,1,C++/minimum-cost-to-change-the-final-value-of-expression.cpp,name:slug/title
1595,Minimum Cost to Connect Two Groups of Points,minimum-cost-to-connect-two-groups-of-points,2020-09-20,Hard,1,Python/minimum-cost-to-connect-two-groups-of-points.py,1,C++/minimum-cost-to-connect-two-groups-of-points.cpp,name:slug/title
2977,Minimum Cost to Convert String II,minimum-cost-to-convert-string-ii,2023-12-24,Hard,1,Python/minimum-cost-to-convert-string-ii.py,1,C++/minimum-cost-to-convert-string-ii.cpp,name:slug/title
1547,Minimum Cost to Cut a Stick,minimum-cost-to-cut-a-stick,2020-08-09,Hard,1,Python/minimum-cost-to-cut-a-stick.py,1,C++/minimum-cost-to-cut-a-stick.cpp,name:slug/title
3139,Minimum Cost to Equalize Array,minimum-cost-to-equalize-array,2024-05-05,Hard,1,Python/minimum-cost-to-equalize-array.py,1,C++/minimum-cost-to-equalize-array.cpp,name:slug/title
857,Minimum Cost to Hire K Workers,minimum-cost-to-hire-k-workers,2018-06-24,Hard,1,Python/minimum-cost-to-hire-k-workers.py,1,C++/minimum-cost-to-hire-k-workers.cpp,name:slug/title
2448,Minimum Cost to Make Array Equal,minimum-cost-to-make-array-equal,2022-10-23,Hard,1,Python/minimum-cost-to-make-array-equal.py,1,C++/minimum-cost-to-make-array-equal.cpp,name:slug/title
1368,Minimum Cost to Make at Least One Valid Path in a Grid,minimum-cost-to-make-at-least-one-valid-path-in-a-grid,2020-03-01,Hard,1,Python/minimum-cost-to-make-at-least-one-valid-path-in-a-grid.py,1,C++/minimum-cost-to-make-at-least-one-valid-path-in-a-grid.cpp,name:slug/title
1000,Minimum Cost to Merge Stones,minimum-cost-to-merge-stones,2019-03-03,Hard,1,Python/minimum-cost-to-merge-stones.py,1,C++/minimum-cost-to-merge-stones.cpp,name:slug/title
1928,Minimum Cost to Reach Destination in Time,minimum-cost-to-reach-destination-in-time,2021-07-10,Hard,1,Python/minimum-cost-to-reach-destination-in-time.py,1,C++/minimum-cost-to-reach-destination-in-time.cpp,name:slug/title
2547,Minimum Cost to Split an Array,minimum-cost-to-split-an-array,2023-01-22,Hard,1,Python/minimum-cost-to-split-an-array.py,1,C++/minimum-cost-to-split-an-array.cpp,name:slug/title
3108,Minimum Cost Walk in Weighted Graph,minimum-cost-walk-in-weighted-graph,2024-04-07,Hard,1,Python/minimum-cost-walk-in-weighted-graph.py,1,C++/minimum-cost-walk-in-weighted-graph.cpp,name:slug/title
2361,Minimum Costs Using the Train Line,minimum-costs-using-the-train-line,2022-08-02,Hard,1,Python/minimum-costs-using-the-train-line.py,1,C++/minimum-costs-using-the-train-line.cpp,name:slug/title
1761,Minimum Degree of a Connected Trio in a Graph,minimum-degree-of-a-connected-trio-in-a-graph,2021-02-14,Hard,1,Python/minimum-degree-of-a-connected-trio-in-a-graph.py,1,C++/minimum-degree-of-a-connected-trio-in-a-graph.cpp,name:slug/title
2344,Minimum Deletions to Make Array Divisible,minimum-deletions-to-make-array-divisible,2022-07-17,Hard,1,Python/minimum-deletions-to-make-array-divisible.py,1,C++/minimum-deletions-to-make-array-divisible.cpp,name:slug/title
2163,Minimum Difference in Sums After Removal of Elements,minimum-difference-in-sums-after-removal-of-elements,2022-02-05,Hard,1,Python/minimum-difference-in-sums-after-removal-of-elements.py,1,C++/minimum-difference-in-sums-after-removal-of-elements.cpp,name:slug/title
1335,Minimum Difficulty of a Job Schedule,minimum-difficulty-of-a-job-schedule,2020-01-26,Hard,1,Python/minimum-difficulty-of-a-job-schedule.py,1,C++/minimum-difficulty-of-a-job-schedule.cpp,name:slug/title
1320,Minimum Distance to Type a Word Using Two Fingers,minimum-distance-to-type-a-word-using-two-fingers,2020-01-12,Hard,1,Python/minimum-distance-to-type-a-word-using-two-fingers.py,1,C++/minimum-distance-to-type-a-word-using-two-fingers.cpp,name:slug/title
2858,Minimum Edge Reversals So Every Node Is Reachable,minimum-edge-reversals-so-every-node-is-reachable,2023-09-16,Hard,1,Python/minimum-edge-reversals-so-every-node-is-reachable.py,1,C++/minimum-edge-reversals-so-every-node-is-reachable.cpp,name:slug/title
2846,Minimum Edge Weight Equilibrium Queries in a Tree,minimum-edge-weight-equilibrium-queries-in-a-tree,2023-09-03,Hard,1,Python/minimum-edge-weight-equilibrium-queries-in-a-tree.py,1,C++/minimum-edge-weight-equilibrium-queries-in-a-tree.cpp,name:slug/title
1289,Minimum Falling Path Sum II,minimum-falling-path-sum-ii,2019-12-14,Hard,1,Python/minimum-falling-path-sum-ii.py,1,C++/minimum-falling-path-sum-ii.cpp,name:slug/title
2313,Minimum Flips in Binary Tree to Get Result,minimum-flips-in-binary-tree-to-get-result,2022-06-22,Hard,1,Python/minimum-flips-in-binary-tree-to-get-result.py,1,C++/minimum-flips-in-binary-tree-to-get-result.cpp,name:slug/title
1681,Minimum Incompatibility,minimum-incompatibility,2020-12-06,Hard,1,Python/minimum-incompatibility.py,1,C++/minimum-incompatibility.cpp,name:slug/title
1665,Minimum Initial Energy to Finish Tasks,minimum-initial-energy-to-finish-tasks,2020-11-22,Hard,1,Python/minimum-initial-energy-to-finish-tasks.py,1,C++/minimum-initial-energy-to-finish-tasks.cpp,name:slug/title
1312,Minimum Insertion Steps to Make a String Palindrome,minimum-insertion-steps-to-make-a-string-palindrome,2020-01-05,Hard,1,Python/minimum-insertion-steps-to-make-a-string-palindrome.py,1,C++/minimum-insertion-steps-to-make-a-string-palindrome.cpp,name:slug/title
1851,Minimum Interval to Include Each Query,minimum-interval-to-include-each-query,2021-05-02,Hard,1,Python/minimum-interval-to-include-each-query.py,1,C++/minimum-interval-to-include-each-query.cpp,name:slug/title
2412,Minimum Money Required Before Transactions,minimum-money-required-before-transactions,2022-09-17,Hard,1,Python/minimum-money-required-before-transactions.py,1,C++/minimum-money-required-before-transactions.cpp,name:slug/title
1263,Minimum Moves to Move a Box to Their Target Location,minimum-moves-to-move-a-box-to-their-target-location,2019-11-17,Hard,1,Python/minimum-moves-to-move-a-box-to-their-target-location.py,1,C++/minimum-moves-to-move-a-box-to-their-target-location.cpp,name:slug/title
3086,Minimum Moves to Pick K Ones,minimum-moves-to-pick-k-ones,2024-03-17,Hard,1,Python/minimum-moves-to-pick-k-ones.py,1,C++/minimum-moves-to-pick-k-ones.cpp,name:slug/title
1210,Minimum Moves to Reach Target with Rotations,minimum-moves-to-reach-target-with-rotations,2019-09-29,Hard,1,Python/minimum-moves-to-reach-target-with-rotations.py,1,C++/minimum-moves-to-reach-target-with-rotations.cpp,name:slug/title
2969,Minimum Number of Coins for Fruits II,minimum-number-of-coins-for-fruits-ii,2023-12-20,Hard,1,Python/minimum-number-of-coins-for-fruits-ii.py,1,C++/minimum-number-of-coins-for-fruits-ii.cpp,name:slug/title
1568,Minimum Number of Days to Disconnect Island,minimum-number-of-days-to-disconnect-island,2020-08-30,Hard,1,Python/minimum-number-of-days-to-disconnect-island.py,1,C++/minimum-number-of-days-to-disconnect-island.cpp,name:slug/title
1553,Minimum Number of Days to Eat N Oranges,minimum-number-of-days-to-eat-n-oranges,2020-08-16,Hard,1,Python/minimum-number-of-days-to-eat-n-oranges.py,1,C++/minimum-number-of-days-to-eat-n-oranges.cpp,name:slug/title
1284,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,2019-12-08,Hard,1,Python/minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix.py,1,C++/minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix.cpp,name:slug/title
3231,Minimum Number of Increasing Subsequence to Be Removed,minimum-number-of-increasing-subsequence-to-be-removed,2024-07-24,Hard,1,Python/minimum-number-of-increasing-subsequence-to-be-removed.py,1,C++/minimum-number-of-increasing-subsequence-to-be-removed.cpp,name:slug/title
1526,Minimum Number of Increments on Subarrays to Form a Target Array,minimum-number-of-increments-on-subarrays-to-form-a-target-array,2020-07-25,Hard,1,Python/minimum-number-of-increments-on-subarrays-to-form-a-target-array.py,1,C++/minimum-number-of-increments-on-subarrays-to-form-a-target-array.cpp,name:slug/title
995,Minimum Number of K Consecutive Bit Flips,minimum-number-of-k-consecutive-bit-flips,2019-02-17,Hard,1,Python/minimum-number-of-k-consecutive-bit-flips.py,1,C++/minimum-number-of-k-consecutive-bit-flips.cpp,name:slug/title
2193,Minimum Number of Moves to Make Palindrome,minimum-number-of-moves-to-make-palindrome,2022-03-05,Hard,1,Python/minimum-number-of-moves-to-make-palindrome.py,1,C++/minimum-number-of-moves-to-make-palindrome.cpp,name:slug/title
2009,Minimum Number of Operations to Make Array Continuous,minimum-number-of-operations-to-make-array-continuous,2021-09-18,Hard,1,Python/minimum-number-of-operations-to-make-array-continuous.py,1,C++/minimum-number-of-operations-to-make-array-continuous.cpp,name:slug/title
2449,Minimum Number of Operations to Make Arrays Similar,minimum-number-of-operations-to-make-arrays-similar,2022-10-23,Hard,1,Python/minimum-number-of-operations-to-make-arrays-similar.py,1,C++/minimum-number-of-operations-to-make-arrays-similar.cpp,name:slug/title
1830,Minimum Number of Operations to Make String Sorted,minimum-number-of-operations-to-make-string-sorted,2021-04-17,Hard,1,Python/minimum-number-of-operations-to-make-string-sorted.py,1,C++/minimum-number-of-operations-to-make-string-sorted.cpp,name:slug/title
871,Minimum Number of Refueling Stops,minimum-number-of-refueling-stops,2018-07-14,Hard,1,Python/minimum-number-of-refueling-stops.py,1,C++/minimum-number-of-refueling-stops.cpp,name:slug/title
1671,Minimum Number of Removals to Make Mountain Array,minimum-number-of-removals-to-make-mountain-array,2020-11-28,Hard,1,Python/minimum-number-of-removals-to-make-mountain-array.py,1,C++/minimum-number-of-removals-to-make-mountain-array.cpp,name:slug/title
1326,Minimum Number of Taps to Open to Water a Garden,minimum-number-of-taps-to-open-to-water-a-garden,2020-01-19,Hard,1,Python/minimum-number-of-taps-to-open-to-water-a-garden.py,1,C++/minimum-number-of-taps-to-open-to-water-a-garden.cpp,name:slug/title
